FECHA_INGRESO,edo,RESULTADO
2020-06-22,SAN LUIS POTOSÍ,125
2020-06-22,SINALOA,208
2020-06-22,SONORA,359
2020-06-22,TABASCO,273
2020-06-22,TAMAULIPAS,330
2020-06-22,TLAXCALA,66
2020-06-22,VERACRUZ DE IGNACIO DE LA LLAVE,368
2020-06-22,YUCATÁN,144
2020-06-22,ZACATECAS,22
2020-06-23,AGUASCALIENTES,54
2020-06-23,BAJA CALIFORNIA,193
2020-06-23,BAJA CALIFORNIA SUR,47
2020-06-23,CAMPECHE,92
2020-06-23,CHIAPAS,86
2020-06-23,CHIHUAHUA,48
2020-06-23,CIUDAD DE MÉXICO,861
2020-06-23,COAHUILA DE ZARAGOZA,329
2020-06-23,COLIMA,23
2020-06-23,DURANGO,107
2020-06-23,GUANAJUATO,409
2020-06-23,GUERRERO,126
2020-06-23,HIDALGO,80
2020-06-23,JALISCO,226
2020-06-23,MICHOACÁN DE OCAMPO,196
2020-06-23,MORELOS,43
2020-06-23,MÉXICO,661
2020-06-23,NAYARIT,49
2020-06-23,NUEVO LEÓN,310
2020-06-23,OAXACA,183
2020-06-23,PUEBLA,408
2020-06-23,QUERÉTARO,40
2020-06-23,QUINTANA ROO,92
2020-06-23,SAN LUIS POTOSÍ,122
2020-06-23,SINALOA,195
2020-06-23,SONORA,361
2020-06-23,TABASCO,277
2020-06-23,TAMAULIPAS,295
2020-06-23,TLAXCALA,85
2020-06-23,VERACRUZ DE IGNACIO DE LA LLAVE,301
2020-06-23,YUCATÁN,153
2020-06-23,ZACATECAS,29
2020-06-24,AGUASCALIENTES,50
2020-06-24,BAJA CALIFORNIA,178
2020-06-24,BAJA CALIFORNIA SUR,53
2020-06-24,CAMPECHE,85
2020-06-24,CHIAPAS,98
2020-06-24,CHIHUAHUA,49
2020-06-24,CIUDAD DE MÉXICO,788
2020-06-24,COAHUILA DE ZARAGOZA,247
2020-06-24,COLIMA,20
2020-06-24,DURANGO,94
2020-06-24,GUANAJUATO,393
2020-06-24,GUERRERO,97
2020-06-24,HIDALGO,86
2020-06-24,JALISCO,198
2020-06-24,MICHOACÁN DE OCAMPO,168
2020-06-24,MORELOS,59
2020-06-24,MÉXICO,687
2020-06-24,NAYARIT,48
2020-06-24,NUEVO LEÓN,305
2020-06-24,OAXACA,167
2020-06-24,PUEBLA,357
2020-06-24,QUERÉTARO,42
2020-06-24,QUINTANA ROO,82
2020-06-24,SAN LUIS POTOSÍ,117
2020-06-24,SINALOA,207
2020-06-24,SONORA,347
2020-06-24,TABASCO,287
2020-06-24,TAMAULIPAS,303
2020-06-24,TLAXCALA,75
2020-06-24,VERACRUZ DE IGNACIO DE LA LLAVE,300
2020-06-24,YUCATÁN,173
2020-06-24,ZACATECAS,24
2020-06-25,AGUASCALIENTES,69
2020-06-25,BAJA CALIFORNIA,171
2020-06-25,BAJA CALIFORNIA SUR,54
2020-06-25,CAMPECHE,90
2020-06-25,CHIAPAS,88
2020-06-25,CHIHUAHUA,38
2020-06-25,CIUDAD DE MÉXICO,803
2020-06-25,COAHUILA DE ZARAGOZA,203
2020-06-25,COLIMA,24
2020-06-25,DURANGO,70
2020-06-25,GUANAJUATO,298
2020-06-25,GUERRERO,132
2020-06-25,HIDALGO,83
2020-06-25,JALISCO,166
2020-06-25,MICHOACÁN DE OCAMPO,156
2020-06-25,MORELOS,29
2020-06-25,MÉXICO,572
2020-06-25,NAYARIT,43
2020-06-25,NUEVO LEÓN,314
2020-06-25,OAXACA,179
2020-06-25,PUEBLA,447
2020-06-25,QUERÉTARO,38
2020-06-25,QUINTANA ROO,98
2020-06-25,SAN LUIS POTOSÍ,121
2020-06-25,SINALOA,136
2020-06-25,SONORA,361
2020-06-25,TABASCO,321
2020-06-25,TAMAULIPAS,384
2020-06-25,TLAXCALA,64
2020-06-25,VERACRUZ DE IGNACIO DE LA LLAVE,314
2020-06-25,YUCATÁN,189
2020-06-25,ZACATECAS,32
2020-06-26,AGUASCALIENTES,56
2020-06-26,BAJA CALIFORNIA,171
2020-06-26,BAJA CALIFORNIA SUR,41
2020-06-26,CAMPECHE,94
2020-06-26,CHIAPAS,84
2020-06-26,CHIHUAHUA,59
2020-06-26,CIUDAD DE MÉXICO,863
2020-06-26,COAHUILA DE ZARAGOZA,244
2020-06-26,COLIMA,27
2020-06-26,DURANGO,89
2020-06-26,GUANAJUATO,365
2020-06-26,GUERRERO,127
2020-06-26,HIDALGO,88
2020-06-26,JALISCO,210
2020-06-26,MICHOACÁN DE OCAMPO,104
2020-06-26,MORELOS,36
2020-06-26,MÉXICO,677
2020-06-26,NAYARIT,49
2020-06-26,NUEVO LEÓN,325
2020-06-26,OAXACA,174
2020-06-26,PUEBLA,349
2020-06-26,QUERÉTARO,44
2020-06-26,QUINTANA ROO,134
2020-06-26,SAN LUIS POTOSÍ,105
2020-06-26,SINALOA,182
2020-06-26,SONORA,338
2020-06-26,TABASCO,257
2020-06-26,TAMAULIPAS,446
2020-06-26,TLAXCALA,89
2020-06-26,VERACRUZ DE IGNACIO DE LA LLAVE,323
2020-06-26,YUCATÁN,143
2020-06-26,ZACATECAS,31
2020-06-27,AGUASCALIENTES,17
2020-06-27,BAJA CALIFORNIA,112
2020-06-27,BAJA CALIFORNIA SUR,45
2020-06-27,CAMPECHE,52
2020-06-27,CHIAPAS,42
2020-06-27,CHIHUAHUA,28
2020-06-27,CIUDAD DE MÉXICO,350
2020-06-27,COAHUILA DE ZARAGOZA,175
2020-06-27,COLIMA,17
2020-06-27,DURANGO,52
2020-06-27,GUANAJUATO,209
2020-06-27,GUERRERO,143
2020-06-27,HIDALGO,43
2020-06-27,JALISCO,138
2020-06-27,MICHOACÁN DE OCAMPO,70
2020-06-27,MORELOS,15
2020-06-27,MÉXICO,271
2020-06-27,NAYARIT,44
2020-06-27,NUEVO LEÓN,209
2020-06-27,OAXACA,138
2020-06-27,PUEBLA,183
2020-06-27,QUERÉTARO,24
2020-06-27,QUINTANA ROO,60
2020-06-27,SAN LUIS POTOSÍ,94
2020-06-27,SINALOA,95
2020-06-27,SONORA,200
2020-06-27,TABASCO,196
2020-06-27,TAMAULIPAS,231
2020-06-27,TLAXCALA,28
2020-06-27,VERACRUZ DE IGNACIO DE LA LLAVE,161
2020-06-27,YUCATÁN,98
2020-06-27,ZACATECAS,15
2020-06-28,AGUASCALIENTES,11
2020-06-28,BAJA CALIFORNIA,61
2020-06-28,BAJA CALIFORNIA SUR,35
2020-06-28,CAMPECHE,47
2020-06-28,CHIAPAS,44
2020-06-28,CHIHUAHUA,18
2020-06-28,CIUDAD DE MÉXICO,282
2020-06-28,COAHUILA DE ZARAGOZA,108
2020-06-28,COLIMA,13
2020-06-28,DURANGO,37
2020-06-28,GUANAJUATO,121
2020-06-28,GUERRERO,172
2020-06-28,HIDALGO,39
2020-06-28,JALISCO,107
2020-06-28,MICHOACÁN DE OCAMPO,29
2020-06-28,MORELOS,18
2020-06-28,MÉXICO,266
2020-06-28,NAYARIT,24
2020-06-28,NUEVO LEÓN,172
2020-06-28,OAXACA,74
2020-06-28,PUEBLA,136
2020-06-28,QUERÉTARO,21
2020-06-28,QUINTANA ROO,61
2020-06-28,SAN LUIS POTOSÍ,41
2020-06-28,SINALOA,80
2020-06-28,SONORA,179
2020-06-28,TABASCO,150
2020-06-28,TAMAULIPAS,176
2020-06-28,TLAXCALA,49
2020-06-28,VERACRUZ DE IGNACIO DE LA LLAVE,162
2020-06-28,YUCATÁN,71
2020-06-28,ZACATECAS,24
2020-06-29,AGUASCALIENTES,38
2020-06-29,BAJA CALIFORNIA,207
2020-06-29,BAJA CALIFORNIA SUR,66
2020-06-29,CAMPECHE,69
2020-06-29,CHIAPAS,69
2020-06-29,CHIHUAHUA,64
2020-06-29,CIUDAD DE MÉXICO,927
2020-06-29,COAHUILA DE ZARAGOZA,329
2020-06-29,COLIMA,21
2020-06-29,DURANGO,65
2020-06-29,GUANAJUATO,406
2020-06-29,GUERRERO,249
2020-06-29,HIDALGO,94
2020-06-29,JALISCO,179
2020-06-29,MICHOACÁN DE OCAMPO,171
2020-06-29,MORELOS,52
2020-06-29,MÉXICO,814
2020-06-29,NAYARIT,59
2020-06-29,NUEVO LEÓN,404
2020-06-29,OAXACA,192
2020-06-29,PUEBLA,336
2020-06-29,QUERÉTARO,60
2020-06-29,QUINTANA ROO,171
2020-06-29,SAN LUIS POTOSÍ,131
2020-06-29,SINALOA,171
2020-06-29,SONORA,364
2020-06-29,TABASCO,389
2020-06-29,TAMAULIPAS,508
2020-06-29,TLAXCALA,87
2020-06-29,VERACRUZ DE IGNACIO DE LA LLAVE,355
2020-06-29,YUCATÁN,192
2020-06-29,ZACATECAS,43
2020-06-30,AGUASCALIENTES,39
2020-06-30,BAJA CALIFORNIA,193
2020-06-30,BAJA CALIFORNIA SUR,58
2020-06-30,CAMPECHE,89
2020-06-30,CHIAPAS,54
2020-06-30,CHIHUAHUA,67
2020-06-30,CIUDAD DE MÉXICO,886
2020-06-30,COAHUILA DE ZARAGOZA,301
2020-06-30,COLIMA,22
2020-06-30,DURANGO,87
2020-06-30,GUANAJUATO,418
2020-06-30,GUERRERO,252
2020-06-30,HIDALGO,81
2020-06-30,JALISCO,220
2020-06-30,MICHOACÁN DE OCAMPO,165
2020-06-30,MORELOS,30
2020-06-30,MÉXICO,622
2020-06-30,NAYARIT,60
2020-06-30,NUEVO LEÓN,373
2020-06-30,OAXACA,170
2020-06-30,PUEBLA,353
2020-06-30,QUERÉTARO,49
2020-06-30,QUINTANA ROO,145
2020-06-30,SAN LUIS POTOSÍ,139
2020-06-30,SINALOA,167
2020-06-30,SONORA,441
2020-06-30,TABASCO,406
2020-06-30,TAMAULIPAS,384
2020-06-30,TLAXCALA,94
2020-06-30,VERACRUZ DE IGNACIO DE LA LLAVE,382
2020-06-30,YUCATÁN,160
2020-06-30,ZACATECAS,54
2020-07-01,AGUASCALIENTES,79
2020-07-01,BAJA CALIFORNIA,173
2020-07-01,BAJA CALIFORNIA SUR,73
2020-07-01,CAMPECHE,70
2020-07-01,CHIAPAS,63
2020-07-01,CHIHUAHUA,88
2020-07-01,CIUDAD DE MÉXICO,953
2020-07-01,COAHUILA DE ZARAGOZA,311
2020-07-01,COLIMA,36
2020-07-01,DURANGO,110
2020-07-01,GUANAJUATO,414
2020-07-01,GUERRERO,261
2020-07-01,HIDALGO,108
2020-07-01,JALISCO,187
2020-07-01,MICHOACÁN DE OCAMPO,113
2020-07-01,MORELOS,39
2020-07-01,MÉXICO,824
2020-07-01,NAYARIT,61
2020-07-01,NUEVO LEÓN,431
2020-07-01,OAXACA,215
2020-07-01,PUEBLA,315
2020-07-01,QUERÉTARO,53
2020-07-01,QUINTANA ROO,128
2020-07-01,SAN LUIS POTOSÍ,139
2020-07-01,SINALOA,187
2020-07-01,SONORA,376
2020-07-01,TABASCO,405
2020-07-01,TAMAULIPAS,439
2020-07-01,TLAXCALA,77
2020-07-01,VERACRUZ DE IGNACIO DE LA LLAVE,391
2020-07-01,YUCATÁN,164
2020-07-01,ZACATECAS,45
2020-07-02,AGUASCALIENTES,69
2020-07-02,BAJA CALIFORNIA,190
2020-07-02,BAJA CALIFORNIA SUR,70
2020-07-02,CAMPECHE,92
2020-07-02,CHIAPAS,52
2020-07-02,CHIHUAHUA,76
2020-07-02,CIUDAD DE MÉXICO,838
2020-07-02,COAHUILA DE ZARAGOZA,240
2020-07-02,COLIMA,18
2020-07-02,DURANGO,62
2020-07-02,GUANAJUATO,422
2020-07-02,GUERRERO,301
2020-07-02,HIDALGO,88
2020-07-02,JALISCO,190
2020-07-02,MICHOACÁN DE OCAMPO,118
2020-07-02,MORELOS,36
2020-07-02,MÉXICO,641
2020-07-02,NAYARIT,53
2020-07-02,NUEVO LEÓN,337
2020-07-02,OAXACA,205
2020-07-02,PUEBLA,274
2020-07-02,QUERÉTARO,64
2020-07-02,QUINTANA ROO,149
2020-07-02,SAN LUIS POTOSÍ,140
2020-07-02,SINALOA,149
2020-07-02,SONORA,403
2020-07-02,TABASCO,423
2020-07-02,TAMAULIPAS,374
2020-07-02,TLAXCALA,101
2020-07-02,VERACRUZ DE IGNACIO DE LA LLAVE,372
2020-07-02,YUCATÁN,155
2020-07-02,ZACATECAS,46
2020-07-03,AGUASCALIENTES,67
2020-07-03,BAJA CALIFORNIA,162
2020-07-03,BAJA CALIFORNIA SUR,64
2020-07-03,CAMPECHE,59
2020-07-03,CHIAPAS,64
2020-07-03,CHIHUAHUA,53
2020-07-03,CIUDAD DE MÉXICO,904
2020-07-03,COAHUILA DE ZARAGOZA,320
2020-07-03,COLIMA,34
2020-07-03,DURANGO,76
2020-07-03,GUANAJUATO,431
2020-07-03,GUERRERO,270
2020-07-03,HIDALGO,76
2020-07-03,JALISCO,196
2020-07-03,MICHOACÁN DE OCAMPO,127
2020-07-03,MORELOS,35
2020-07-03,MÉXICO,662
2020-07-03,NAYARIT,60
2020-07-03,NUEVO LEÓN,345
2020-07-03,OAXACA,210
2020-07-03,PUEBLA,272
2020-07-03,QUERÉTARO,33
2020-07-03,QUINTANA ROO,127
2020-07-03,SAN LUIS POTOSÍ,161
2020-07-03,SINALOA,159
2020-07-03,SONORA,331
2020-07-03,TABASCO,346
2020-07-03,TAMAULIPAS,382
2020-07-03,TLAXCALA,83
2020-07-03,VERACRUZ DE IGNACIO DE LA LLAVE,389
2020-07-03,YUCATÁN,196
2020-07-03,ZACATECAS,49
2020-07-04,AGUASCALIENTES,11
2020-07-04,BAJA CALIFORNIA,71
2020-07-04,BAJA CALIFORNIA SUR,57
2020-07-04,CAMPECHE,31
2020-07-04,CHIAPAS,42
2020-07-04,CHIHUAHUA,24
2020-07-04,CIUDAD DE MÉXICO,346
2020-07-04,COAHUILA DE ZARAGOZA,191
2020-07-04,COLIMA,13
2020-07-04,DURANGO,20
2020-07-04,GUANAJUATO,223
2020-07-04,GUERRERO,190
2020-07-04,HIDALGO,39
2020-07-04,JALISCO,131
2020-07-04,MICHOACÁN DE OCAMPO,43
2020-07-04,MORELOS,11
2020-07-04,MÉXICO,321
2020-07-04,NAYARIT,42
2020-07-04,NUEVO LEÓN,225
2020-07-04,OAXACA,162
2020-07-04,PUEBLA,168
2020-07-04,QUERÉTARO,23
2020-07-04,QUINTANA ROO,75
2020-07-04,SAN LUIS POTOSÍ,73
2020-07-04,SINALOA,95
2020-07-04,SONORA,184
2020-07-04,TABASCO,152
2020-07-04,TAMAULIPAS,213
2020-07-04,TLAXCALA,21
2020-07-04,VERACRUZ DE IGNACIO DE LA LLAVE,172
2020-07-04,YUCATÁN,71
2020-07-04,ZACATECAS,22
2020-07-05,AGUASCALIENTES,8
2020-07-05,BAJA CALIFORNIA,91
2020-07-05,BAJA CALIFORNIA SUR,49
2020-07-05,CAMPECHE,36
2020-07-05,CHIAPAS,23
2020-07-05,CHIHUAHUA,25
2020-07-05,CIUDAD DE MÉXICO,211
2020-07-05,COAHUILA DE ZARAGOZA,139
2020-07-05,COLIMA,14
2020-07-05,DURANGO,20
2020-07-05,GUANAJUATO,129
2020-07-05,GUERRERO,153
2020-07-05,HIDALGO,32
2020-07-05,JALISCO,84
2020-07-05,MICHOACÁN DE OCAMPO,33
2020-07-05,MORELOS,12
2020-07-05,MÉXICO,256
2020-07-05,NAYARIT,19
2020-07-05,NUEVO LEÓN,195
2020-07-05,OAXACA,51
2020-07-05,PUEBLA,129
2020-07-05,QUERÉTARO,32
2020-07-05,QUINTANA ROO,60
2020-07-05,SAN LUIS POTOSÍ,53
2020-07-05,SINALOA,83
2020-07-05,SONORA,218
2020-07-05,TABASCO,135
2020-07-05,TAMAULIPAS,183
2020-07-05,TLAXCALA,49
2020-07-05,VERACRUZ DE IGNACIO DE LA LLAVE,196
2020-07-05,YUCATÁN,73
2020-07-05,ZACATECAS,20
2020-07-06,AGUASCALIENTES,92
2020-07-06,BAJA CALIFORNIA,209
2020-07-06,BAJA CALIFORNIA SUR,88
2020-07-06,CAMPECHE,79
2020-07-06,CHIAPAS,43
2020-07-06,CHIHUAHUA,73
2020-07-06,CIUDAD DE MÉXICO,937
2020-07-06,COAHUILA DE ZARAGOZA,298
2020-07-06,COLIMA,33
2020-07-06,DURANGO,69
2020-07-06,GUANAJUATO,480
2020-07-06,GUERRERO,161
2020-07-06,HIDALGO,100
2020-07-06,JALISCO,230
2020-07-06,MICHOACÁN DE OCAMPO,137
2020-07-06,MORELOS,41
2020-07-06,MÉXICO,712
2020-07-06,NAYARIT,77
2020-07-06,NUEVO LEÓN,527
2020-07-06,OAXACA,264
2020-07-06,PUEBLA,331
2020-07-06,QUERÉTARO,55
2020-07-06,QUINTANA ROO,191
2020-07-06,SAN LUIS POTOSÍ,202
2020-07-06,SINALOA,150
2020-07-06,SONORA,461
2020-07-06,TABASCO,330
2020-07-06,TAMAULIPAS,420
2020-07-06,TLAXCALA,64
2020-07-06,VERACRUZ DE IGNACIO DE LA LLAVE,373
2020-07-06,YUCATÁN,174
2020-07-06,ZACATECAS,58
2020-07-07,AGUASCALIENTES,119
2020-07-07,BAJA CALIFORNIA,205
2020-07-07,BAJA CALIFORNIA SUR,113
2020-07-07,CAMPECHE,90
2020-07-07,CHIAPAS,44
2020-07-07,CHIHUAHUA,64
2020-07-07,CIUDAD DE MÉXICO,909
2020-07-07,COAHUILA DE ZARAGOZA,353
2020-07-07,COLIMA,36
2020-07-07,DURANGO,65
2020-07-07,GUANAJUATO,511
2020-07-07,GUERRERO,146
2020-07-07,HIDALGO,85
2020-07-07,JALISCO,232
2020-07-07,MICHOACÁN DE OCAMPO,127
2020-07-07,MORELOS,37
2020-07-07,MÉXICO,639
2020-07-07,NAYARIT,63
2020-07-07,NUEVO LEÓN,486
2020-07-07,OAXACA,229
2020-07-07,PUEBLA,332
2020-07-07,QUERÉTARO,76
2020-07-07,QUINTANA ROO,155
2020-07-07,SAN LUIS POTOSÍ,187
2020-07-07,SINALOA,183
2020-07-07,SONORA,411
2020-07-07,TABASCO,376
2020-07-07,TAMAULIPAS,474
2020-07-07,TLAXCALA,87
2020-07-07,VERACRUZ DE IGNACIO DE LA LLAVE,421
2020-07-07,YUCATÁN,184
2020-07-07,ZACATECAS,45
2020-07-08,AGUASCALIENTES,53
2020-07-08,BAJA CALIFORNIA,165
2020-07-08,BAJA CALIFORNIA SUR,93
2020-07-08,CAMPECHE,90
2020-07-08,CHIAPAS,33
2020-07-08,CHIHUAHUA,76
2020-07-08,CIUDAD DE MÉXICO,910
2020-07-08,COAHUILA DE ZARAGOZA,299
2020-07-08,COLIMA,34
2020-07-08,DURANGO,80
2020-07-08,GUANAJUATO,503
2020-07-08,GUERRERO,119
2020-07-08,HIDALGO,85
2020-07-08,JALISCO,209
2020-07-08,MICHOACÁN DE OCAMPO,121
2020-07-08,MORELOS,24
2020-07-08,MÉXICO,645
2020-07-08,NAYARIT,43
2020-07-08,NUEVO LEÓN,448
2020-07-08,OAXACA,196
2020-07-08,PUEBLA,310
2020-07-08,QUERÉTARO,63
2020-07-08,QUINTANA ROO,168
2020-07-08,SAN LUIS POTOSÍ,204
2020-07-08,SINALOA,171
2020-07-08,SONORA,379
2020-07-08,TABASCO,403
2020-07-08,TAMAULIPAS,413
2020-07-08,TLAXCALA,50
2020-07-08,VERACRUZ DE IGNACIO DE LA LLAVE,397
2020-07-08,YUCATÁN,183
2020-07-08,ZACATECAS,54
2020-07-09,AGUASCALIENTES,43
2020-07-09,BAJA CALIFORNIA,152
2020-07-09,BAJA CALIFORNIA SUR,126
2020-07-09,CAMPECHE,97
2020-07-09,CHIAPAS,30
2020-07-09,CHIHUAHUA,54
2020-07-09,CIUDAD DE MÉXICO,708
2020-07-09,COAHUILA DE ZARAGOZA,287
2020-07-09,COLIMA,37
2020-07-09,DURANGO,115
2020-07-09,GUANAJUATO,520
2020-07-09,GUERRERO,144
2020-07-09,HIDALGO,74
2020-07-09,JALISCO,202
2020-07-09,MICHOACÁN DE OCAMPO,111
2020-07-09,MORELOS,33
2020-07-09,MÉXICO,504
2020-07-09,NAYARIT,60
2020-07-09,NUEVO LEÓN,489
2020-07-09,OAXACA,158
2020-07-09,PUEBLA,306
2020-07-09,QUERÉTARO,65
2020-07-09,QUINTANA ROO,166
2020-07-09,SAN LUIS POTOSÍ,220
2020-07-09,SINALOA,156
2020-07-09,SONORA,349
2020-07-09,TABASCO,424
2020-07-09,TAMAULIPAS,418
2020-07-09,TLAXCALA,72
2020-07-09,VERACRUZ DE IGNACIO DE LA LLAVE,396
2020-07-09,YUCATÁN,188
2020-07-09,ZACATECAS,38
2020-07-10,AGUASCALIENTES,77
2020-07-10,BAJA CALIFORNIA,123
2020-07-10,BAJA CALIFORNIA SUR,118
2020-07-10,CAMPECHE,107
2020-07-10,CHIAPAS,41
2020-07-10,CHIHUAHUA,88
2020-07-10,CIUDAD DE MÉXICO,817
2020-07-10,COAHUILA DE ZARAGOZA,232
2020-07-10,COLIMA,58
2020-07-10,DURANGO,73
2020-07-10,GUANAJUATO,448
2020-07-10,GUERRERO,138
2020-07-10,HIDALGO,89
2020-07-10,JALISCO,227
2020-07-10,MICHOACÁN DE OCAMPO,115
2020-07-10,MORELOS,38
2020-07-10,MÉXICO,661
2020-07-10,NAYARIT,78
2020-07-10,NUEVO LEÓN,452
2020-07-10,OAXACA,183
2020-07-10,PUEBLA,293
2020-07-10,QUERÉTARO,57
2020-07-10,QUINTANA ROO,151
2020-07-10,SAN LUIS POTOSÍ,255
2020-07-10,SINALOA,161
2020-07-10,SONORA,322
2020-07-10,TABASCO,345
2020-07-10,TAMAULIPAS,331
2020-07-10,TLAXCALA,70
2020-07-10,VERACRUZ DE IGNACIO DE LA LLAVE,335
2020-07-10,YUCATÁN,180
2020-07-10,ZACATECAS,46
2020-07-11,AGUASCALIENTES,21
2020-07-11,BAJA CALIFORNIA,51
2020-07-11,BAJA CALIFORNIA SUR,38
2020-07-11,CAMPECHE,51
2020-07-11,CHIAPAS,21
2020-07-11,CHIHUAHUA,45
2020-07-11,CIUDAD DE MÉXICO,359
2020-07-11,COAHUILA DE ZARAGOZA,82
2020-07-11,COLIMA,27
2020-07-11,DURANGO,27
2020-07-11,GUANAJUATO,187
2020-07-11,GUERRERO,39
2020-07-11,HIDALGO,49
2020-07-11,JALISCO,123
2020-07-11,MICHOACÁN DE OCAMPO,69
2020-07-11,MORELOS,14
2020-07-11,MÉXICO,247
2020-07-11,NAYARIT,42
2020-07-11,NUEVO LEÓN,311
2020-07-11,OAXACA,104
2020-07-11,PUEBLA,166
2020-07-11,QUERÉTARO,48
2020-07-11,QUINTANA ROO,86
2020-07-11,SAN LUIS POTOSÍ,162
2020-07-11,SINALOA,90
2020-07-11,SONORA,199
2020-07-11,TABASCO,205
2020-07-11,TAMAULIPAS,233
2020-07-11,TLAXCALA,29
2020-07-11,VERACRUZ DE IGNACIO DE LA LLAVE,247
2020-07-11,YUCATÁN,91
2020-07-11,ZACATECAS,55
2020-07-12,AGUASCALIENTES,32
2020-07-12,BAJA CALIFORNIA,65
2020-07-12,BAJA CALIFORNIA SUR,48
2020-07-12,CAMPECHE,54
2020-07-12,CHIAPAS,24
2020-07-12,CHIHUAHUA,27
2020-07-12,CIUDAD DE MÉXICO,231
2020-07-12,COAHUILA DE ZARAGOZA,82
2020-07-12,COLIMA,22
2020-07-12,DURANGO,25
2020-07-12,GUANAJUATO,166
2020-07-12,GUERRERO,127
2020-07-12,HIDALGO,47
2020-07-12,JALISCO,114
2020-07-12,MICHOACÁN DE OCAMPO,42
2020-07-12,MORELOS,17
2020-07-12,MÉXICO,216
2020-07-12,NAYARIT,32
2020-07-12,NUEVO LEÓN,232
2020-07-12,OAXACA,34
2020-07-12,PUEBLA,159
2020-07-12,QUERÉTARO,32
2020-07-12,QUINTANA ROO,72
2020-07-12,SAN LUIS POTOSÍ,103
2020-07-12,SINALOA,98
2020-07-12,SONORA,127
2020-07-12,TABASCO,200
2020-07-12,TAMAULIPAS,139
2020-07-12,TLAXCALA,31
2020-07-12,VERACRUZ DE IGNACIO DE LA LLAVE,217
2020-07-12,YUCATÁN,95
2020-07-12,ZACATECAS,32
2020-07-13,AGUASCALIENTES,82
2020-07-13,BAJA CALIFORNIA,142
2020-07-13,BAJA CALIFORNIA SUR,129
2020-07-13,CAMPECHE,104
2020-07-13,CHIAPAS,37
2020-07-13,CHIHUAHUA,103
2020-07-13,CIUDAD DE MÉXICO,1011
2020-07-13,COAHUILA DE ZARAGOZA,380
2020-07-13,COLIMA,53
2020-07-13,DURANGO,103
2020-07-13,GUANAJUATO,545
2020-07-13,GUERRERO,160
2020-07-13,HIDALGO,120
2020-07-13,JALISCO,291
2020-07-13,MICHOACÁN DE OCAMPO,139
2020-07-13,MORELOS,50
2020-07-13,MÉXICO,650
2020-07-13,NAYARIT,76
2020-07-13,NUEVO LEÓN,573
2020-07-13,OAXACA,164
2020-07-13,PUEBLA,421
2020-07-13,QUERÉTARO,87
2020-07-13,QUINTANA ROO,189
2020-07-13,SAN LUIS POTOSÍ,343
2020-07-13,SINALOA,189
2020-07-13,SONORA,335
2020-07-13,TABASCO,427
2020-07-13,TAMAULIPAS,419
2020-07-13,TLAXCALA,60
2020-07-13,VERACRUZ DE IGNACIO DE LA LLAVE,461
2020-07-13,YUCATÁN,196
2020-07-13,ZACATECAS,47
2020-07-14,AGUASCALIENTES,83
2020-07-14,BAJA CALIFORNIA,157
2020-07-14,BAJA CALIFORNIA SUR,121
2020-07-14,CAMPECHE,62
2020-07-14,CHIAPAS,26
2020-07-14,CHIHUAHUA,75
2020-07-14,CIUDAD DE MÉXICO,858
2020-07-14,COAHUILA DE ZARAGOZA,359
2020-07-14,COLIMA,56
2020-07-14,DURANGO,85
2020-07-14,GUANAJUATO,558
2020-07-14,GUERRERO,171
2020-07-14,HIDALGO,105
2020-07-14,JALISCO,295
2020-07-14,MICHOACÁN DE OCAMPO,139
2020-07-14,MORELOS,42
2020-07-14,MÉXICO,548
2020-07-14,NAYARIT,53
2020-07-14,NUEVO LEÓN,561
2020-07-14,OAXACA,175
2020-07-14,PUEBLA,408
2020-07-14,QUERÉTARO,62
2020-07-14,QUINTANA ROO,178
2020-07-14,SAN LUIS POTOSÍ,332
2020-07-14,SINALOA,174
2020-07-14,SONORA,234
2020-07-14,TABASCO,462
2020-07-14,TAMAULIPAS,499
2020-07-14,TLAXCALA,84
2020-07-14,VERACRUZ DE IGNACIO DE LA LLAVE,431
2020-07-14,YUCATÁN,190
2020-07-14,ZACATECAS,60
2020-07-15,AGUASCALIENTES,81
2020-07-15,BAJA CALIFORNIA,163
2020-07-15,BAJA CALIFORNIA SUR,131
2020-07-15,CAMPECHE,114
2020-07-15,CHIAPAS,29
2020-07-15,CHIHUAHUA,87
2020-07-15,CIUDAD DE MÉXICO,1137
2020-07-15,COAHUILA DE ZARAGOZA,293
2020-07-15,COLIMA,35
2020-07-15,DURANGO,89
2020-07-15,GUANAJUATO,625
2020-07-15,GUERRERO,136
2020-07-15,HIDALGO,108
2020-07-15,JALISCO,255
2020-07-15,MICHOACÁN DE OCAMPO,132
2020-07-15,MORELOS,38
2020-07-15,MÉXICO,683
2020-07-15,NAYARIT,62
2020-07-15,NUEVO LEÓN,574
2020-07-15,OAXACA,126
2020-07-15,PUEBLA,397
2020-07-15,QUERÉTARO,90
2020-07-15,QUINTANA ROO,144
2020-07-15,SAN LUIS POTOSÍ,392
2020-07-15,SINALOA,161
2020-07-15,SONORA,195
2020-07-15,TABASCO,454
2020-07-15,TAMAULIPAS,473
2020-07-15,TLAXCALA,86
2020-07-15,VERACRUZ DE IGNACIO DE LA LLAVE,502
2020-07-15,YUCATÁN,190
2020-07-15,ZACATECAS,76
2020-07-16,AGUASCALIENTES,87
2020-07-16,BAJA CALIFORNIA,147
